Transaction_ID,Account_ID,Transaction_Date,Channel,Transaction_Type,Category,Amount,Is_Potential_Fraud
TXN002451,ACC00101,2022-11-11,UPI,Credit,EMI,37101.89,0
TXN002452,ACC00056,2023-04-19,Branch,Credit,Bills,10005.6,0
TXN002453,ACC00332,2023-07-27,Online,Debit,Cash Withdrawal,164988.12,0
TXN002454,ACC00324,2021-12-21,Branch,Debit,Fees,65113.81,0
TXN002455,ACC00239,2022-08-01,UPI,Credit,Cash Withdrawal,21749.05,0
TXN002456,ACC00393,2023-04-27,UPI,Debit,Salary,166789.09,0
TXN002457,ACC00231,2022-07-13,Online,Debit,EMI,152491.38,0
TXN002458,ACC00362,2023-04-29,UPI,Credit,Fees,136767.5,1
TXN002459,ACC00381,2021-05-20,UPI,Debit,Shopping,182254.18,0
TXN002460,ACC00092,2022-10-25,Branch,Debit,Salary,97870.76,0
TXN002461,ACC00279,2021-01-21,ATM,Credit,Bills,25654.9,0
TXN002462,ACC00447,2021-03-05,POS,Debit,Salary,12316.21,1
TXN002463,ACC00109,2024-01-01,Online,Credit,Shopping,63722.28,1
TXN002464,ACC00317,2023-09-17,ATM,Debit,EMI,17411.82,0
TXN002465,ACC00168,2021-06-11,Online,Credit,EMI,107125.11,0
TXN002466,ACC00300,2021-05-10,ATM,Debit,Cash Withdrawal,2949.08,0
TXN002467,ACC00408,2022-08-04,UPI,Debit,EMI,88780.47,0
TXN002468,ACC00435,2021-08-13,Online,Debit,Fees,35733.13,0
TXN002469,ACC00442,2022-08-03,ATM,Debit,Cash Withdrawal,73685.2,0
TXN002470,ACC00218,2023-09-10,POS,Debit,Shopping,135023.06,0
TXN002471,ACC00222,2023-10-02,UPI,Credit,Salary,70225.21,0
TXN002472,ACC00161,2021-04-17,Online,Debit,Bills,68300.91,0
TXN002473,ACC00016,2022-09-13,Online,Credit,Bills,198150.61,0
TXN002474,ACC00278,2023-04-20,ATM,Credit,Fees,143777.0,0
TXN002475,ACC00057,2022-07-31,Online,Debit,Salary,102796.65,0
TXN002476,ACC00062,2021-07-18,UPI,Credit,EMI,115896.16,0
TXN002477,ACC00363,2022-05-25,Branch,Debit,Cash Withdrawal,124055.52,0
TXN002478,ACC00327,2022-10-29,ATM,Debit,Bills,4963.85,0
TXN002479,ACC00242,2021-03-20,POS,Debit,EMI,16098.9,0
TXN002480,ACC00090,2023-06-13,Online,Debit,Fees,129855.41,0
TXN002481,ACC00072,2022-05-27,UPI,Credit,Transfer,72925.55,0
TXN002482,ACC00326,2021-09-07,Online,Debit,Transfer,11136.04,0
TXN002483,ACC00030,2023-06-08,POS,Debit,Fees,59537.77,0
TXN002484,ACC00359,2023-10-21,UPI,Debit,Bills,26100.17,0
TXN002485,ACC00407,2022-08-22,POS,Credit,Salary,183266.95,0
TXN002486,ACC00288,2023-01-23,UPI,Credit,Salary,40624.93,0
TXN002487,ACC00086,2022-08-23,Branch,Credit,Salary,28781.05,0
TXN002488,ACC00234,2023-09-02,UPI,Credit,EMI,125252.45,0
TXN002489,ACC00235,2022-04-28,POS,Debit,Transfer,104406.29,0
TXN002490,ACC00313,2023-04-16,ATM,Credit,EMI,115207.69,0
TXN002491,ACC00365,2021-06-21,Branch,Credit,Shopping,87217.83,0
TXN002492,ACC00265,2023-05-19,Online,Credit,Shopping,93460.5,0
TXN002493,ACC00287,2021-01-17,Branch,Credit,Bills,155770.57,0
TXN002494,ACC00327,2022-01-29,Branch,Debit,Shopping,44023.44,0
TXN002495,ACC00393,2021-08-22,Online,Debit,Salary,79336.03,0
TXN002496,ACC00269,2021-09-05,UPI,Credit,Bills,191567.19,0
TXN002497,ACC00186,2021-02-21,Branch,Credit,Transfer,38037.64,0
TXN002498,ACC00131,2021-01-15,Branch,Debit,Cash Withdrawal,58790.03,0
TXN002499,ACC00291,2022-03-17,ATM,Debit,Transfer,38353.81,0
TXN002500,ACC00277,2022-11-27,ATM,Debit,Fees,4148.07,0
TXN002501,ACC00320,2021-01-07,POS,Debit,Shopping,54002.49,0
TXN002502,ACC00351,2023-04-06,Online,Credit,Fees,9341.17,0
TXN002503,ACC00180,2023-11-03,UPI,Credit,Shopping,30979.29,0
TXN002504,ACC00290,2022-04-23,UPI,Debit,Transfer,72568.28,0
TXN002505,ACC00377,2022-09-23,POS,Credit,Fees,4193.21,0
TXN002506,ACC00163,2022-12-16,UPI,Credit,Shopping,150603.67,0
TXN002507,ACC00271,2021-04-25,UPI,Credit,Shopping,159128.02,0
TXN002508,ACC00376,2022-05-24,ATM,Debit,EMI,82312.19,0
TXN002509,ACC00096,2021-02-26,UPI,Debit,Cash Withdrawal,196933.96,0
TXN002510,ACC00262,2022-01-17,UPI,Debit,Cash Withdrawal,135814.83,0
TXN002511,ACC00365,2023-08-10,POS,Debit,Transfer,148757.16,0
TXN002512,ACC00353,2021-10-02,POS,Credit,Transfer,38500.47,0
TXN002513,ACC00288,2021-02-13,Branch,Debit,Shopping,167495.65,0
TXN002514,ACC00436,2022-12-19,UPI,Debit,Salary,189012.03,0
TXN002515,ACC00083,2021-11-14,UPI,Credit,EMI,47300.22,0
TXN002516,ACC00225,2022-06-18,UPI,Debit,Salary,137308.54,0
TXN002517,ACC00412,2021-08-25,ATM,Credit,Shopping,149400.86,0
TXN002518,ACC00223,2023-06-12,UPI,Debit,Transfer,61068.58,0
TXN002519,ACC00118,2022-06-01,ATM,Credit,Fees,95028.05,0
TXN002520,ACC00192,2021-02-07,Branch,Credit,Fees,19552.94,0
TXN002521,ACC00079,2022-10-16,Online,Credit,Salary,34660.31,0
TXN002522,ACC00078,2023-01-17,UPI,Credit,Cash Withdrawal,12361.03,0
TXN002523,ACC00147,2023-04-21,POS,Debit,Bills,112055.09,0
TXN002524,ACC00107,2022-03-24,POS,Credit,Salary,125071.32,0
TXN002525,ACC00382,2022-11-15,UPI,Credit,Transfer,183228.11,0
TXN002526,ACC00271,2021-05-05,ATM,Debit,Cash Withdrawal,108459.85,0
TXN002527,ACC00390,2023-12-25,POS,Credit,Shopping,52159.24,0
TXN002528,ACC00244,2023-03-04,POS,Credit,Salary,11941.74,0
TXN002529,ACC00073,2023-02-23,Branch,Debit,Shopping,176996.36,0
TXN002530,ACC00357,2021-08-14,Branch,Debit,EMI,95797.67,0
TXN002531,ACC00354,2022-04-10,Branch,Debit,Bills,147477.53,0
TXN002532,ACC00422,2022-10-05,POS,Credit,Fees,2979.14,0
TXN002533,ACC00026,2021-10-20,POS,Credit,Transfer,97653.38,0
TXN002534,ACC00210,2022-12-22,UPI,Debit,Transfer,65178.24,0
TXN002535,ACC00092,2023-01-26,UPI,Debit,Shopping,6114.74,0
TXN002536,ACC00125,2021-06-15,ATM,Debit,Bills,155145.78,0
TXN002537,ACC00435,2023-02-08,POS,Credit,Cash Withdrawal,102604.69,0
TXN002538,ACC00073,2023-10-04,UPI,Credit,Transfer,66669.39,0
TXN002539,ACC00123,2023-05-21,UPI,Debit,Salary,161169.41,0
TXN002540,ACC00309,2023-12-12,Branch,Credit,Transfer,89412.34,0
TXN002541,ACC00184,2022-07-21,Branch,Credit,Salary,749.42,1
TXN002542,ACC00187,2023-11-04,Branch,Credit,Transfer,188892.3,0
TXN002543,ACC00198,2022-08-25,Online,Debit,Salary,51173.76,0
TXN002544,ACC00078,2023-06-24,UPI,Debit,EMI,166123.58,0
TXN002545,ACC00348,2021-02-10,Branch,Credit,Shopping,163292.26,0
TXN002546,ACC00186,2023-10-27,Branch,Debit,Cash Withdrawal,32516.67,0
TXN002547,ACC00344,2021-08-30,POS,Credit,Cash Withdrawal,94826.84,0
TXN002548,ACC00253,2021-06-11,Branch,Credit,EMI,8087.79,0
TXN002549,ACC00013,2023-10-16,POS,Debit,Fees,70942.61,0
TXN002550,ACC00299,2022-11-23,ATM,Debit,Cash Withdrawal,146209.22,0
TXN002551,ACC00076,2023-03-20,Branch,Debit,Salary,47452.04,0
TXN002552,ACC00051,2023-09-06,POS,Credit,Cash Withdrawal,23469.73,0
TXN002553,ACC00275,2022-06-02,Branch,Debit,Shopping,101449.35,0
TXN002554,ACC00149,2023-06-17,ATM,Credit,Bills,107420.43,0
TXN002555,ACC00219,2023-02-22,Branch,Credit,Salary,135181.99,0
TXN002556,ACC00122,2023-02-23,POS,Credit,Fees,151839.59,0
TXN002557,ACC00211,2021-03-26,ATM,Credit,Fees,139177.12,0
TXN002558,ACC00280,2023-10-31,ATM,Credit,Fees,169090.17,0
TXN002559,ACC00026,2021-05-18,ATM,Debit,Cash Withdrawal,44620.15,0
TXN002560,ACC00173,2023-01-24,Online,Credit,Transfer,113974.86,0
TXN002561,ACC00156,2023-06-25,POS,Credit,Transfer,72051.07,0
TXN002562,ACC00238,2022-12-14,Online,Debit,Bills,192424.37,0
TXN002563,ACC00376,2021-06-05,ATM,Credit,EMI,88083.89,0
TXN002564,ACC00082,2022-02-12,Online,Debit,Salary,191944.8,0
TXN002565,ACC00356,2023-02-26,Branch,Credit,Transfer,153824.68,0
TXN002566,ACC00413,2022-08-03,Online,Debit,Fees,143706.85,0
TXN002567,ACC00273,2022-07-08,UPI,Debit,Shopping,98338.16,0
TXN002568,ACC00068,2022-01-31,ATM,Debit,Bills,88703.46,0
TXN002569,ACC00044,2023-03-21,ATM,Debit,EMI,105333.31,0
TXN002570,ACC00061,2023-08-20,POS,Debit,Fees,58761.93,0
TXN002571,ACC00123,2022-06-26,Branch,Credit,EMI,180906.76,0
TXN002572,ACC00349,2023-10-30,POS,Debit,Shopping,158876.41,0
TXN002573,ACC00196,2023-09-14,Online,Debit,Cash Withdrawal,160289.1,0
TXN002574,ACC00330,2021-06-19,UPI,Debit,Shopping,86659.06,0
TXN002575,ACC00409,2021-10-17,UPI,Credit,Cash Withdrawal,14264.24,0
TXN002576,ACC00323,2023-01-10,UPI,Debit,Bills,136631.31,0
TXN002577,ACC00111,2022-08-11,UPI,Credit,Shopping,74914.0,0
TXN002578,ACC00258,2023-01-05,Branch,Credit,Transfer,174092.54,0
TXN002579,ACC00089,2022-04-02,Online,Debit,EMI,156078.67,0
TXN002580,ACC00433,2022-12-02,UPI,Credit,Fees,29108.36,0
TXN002581,ACC00198,2023-09-06,ATM,Credit,Fees,120363.06,0
TXN002582,ACC00282,2021-02-15,Online,Credit,Cash Withdrawal,138458.17,0
TXN002583,ACC00200,2023-11-07,Branch,Credit,Shopping,113649.11,0
TXN002584,ACC00099,2021-08-19,UPI,Credit,Salary,102832.73,0
TXN002585,ACC00027,2023-08-08,Branch,Debit,Shopping,45611.22,0
TXN002586,ACC00089,2022-09-29,UPI,Credit,Fees,47219.57,0
TXN002587,ACC00146,2021-04-22,ATM,Credit,Cash Withdrawal,153613.23,0
TXN002588,ACC00182,2022-08-16,Online,Credit,EMI,3787.02,0
TXN002589,ACC00257,2023-05-09,ATM,Credit,Transfer,155793.07,0
TXN002590,ACC00189,2022-01-26,UPI,Credit,Fees,105383.41,0
TXN002591,ACC00240,2022-01-27,POS,Debit,Fees,187247.72,0
TXN002592,ACC00359,2021-11-24,Online,Credit,Shopping,199464.44,0
TXN002593,ACC00387,2023-01-17,Branch,Credit,Transfer,132713.74,0
TXN002594,ACC00196,2022-01-02,UPI,Credit,Salary,82480.83,0
TXN002595,ACC00297,2021-03-23,ATM,Debit,Cash Withdrawal,95043.43,0
TXN002596,ACC00165,2023-03-17,POS,Debit,EMI,40882.87,0
TXN002597,ACC00307,2023-04-02,UPI,Debit,Bills,19891.9,1
TXN002598,ACC00271,2024-01-05,Branch,Credit,Fees,115773.74,0
TXN002599,ACC00008,2023-08-10,ATM,Credit,Fees,161108.74,0
TXN002600,ACC00038,2022-01-07,Online,Credit,EMI,52390.22,0
TXN002601,ACC00114,2021-09-21,POS,Credit,Cash Withdrawal,83959.58,0
TXN002602,ACC00339,2021-04-20,UPI,Credit,Bills,110976.99,0
TXN002603,ACC00056,2021-11-03,UPI,Credit,Bills,181584.17,0
TXN002604,ACC00431,2021-08-14,UPI,Credit,EMI,27769.31,0
TXN002605,ACC00359,2021-07-04,UPI,Credit,Cash Withdrawal,47414.79,0
TXN002606,ACC00138,2023-08-22,ATM,Credit,Bills,183710.16,0
TXN002607,ACC00102,2021-01-31,Online,Credit,Cash Withdrawal,7955.14,0
TXN002608,ACC00334,2022-09-06,Branch,Credit,Transfer,131240.32,0
TXN002609,ACC00177,2021-04-09,POS,Debit,Salary,127923.2,0
TXN002610,ACC00169,2023-03-22,UPI,Debit,Shopping,76681.72,0
TXN002611,ACC00339,2022-10-14,UPI,Debit,Cash Withdrawal,93659.53,0
TXN002612,ACC00286,2023-03-25,Online,Debit,Cash Withdrawal,170990.84,0
TXN002613,ACC00261,2023-10-17,Online,Credit,Bills,33038.16,0
TXN002614,ACC00375,2023-09-05,ATM,Debit,Fees,46351.92,0
TXN002615,ACC00223,2021-03-29,ATM,Debit,Cash Withdrawal,102494.46,0
TXN002616,ACC00199,2023-12-23,ATM,Debit,Cash Withdrawal,81978.6,0
TXN002617,ACC00211,2023-07-11,POS,Debit,Fees,114895.78,0
TXN002618,ACC00287,2022-08-09,ATM,Debit,Bills,184171.8,0
TXN002619,ACC00180,2023-03-29,UPI,Credit,EMI,183424.55,1
TXN002620,ACC00250,2023-07-21,ATM,Debit,Cash Withdrawal,46042.17,0
TXN002621,ACC00231,2023-03-08,POS,Debit,Fees,60463.82,0
TXN002622,ACC00023,2023-10-16,ATM,Credit,Fees,32455.63,0
TXN002623,ACC00048,2023-10-10,ATM,Debit,Transfer,185561.68,0
TXN002624,ACC00109,2023-08-31,UPI,Credit,Shopping,79602.93,0
TXN002625,ACC00296,2022-09-25,UPI,Credit,Cash Withdrawal,89968.54,0
TXN002626,ACC00006,2021-12-12,UPI,Credit,Bills,160538.02,0
TXN002627,ACC00038,2022-12-25,ATM,Credit,Transfer,102619.05,0
TXN002628,ACC00169,2023-06-20,UPI,Debit,Shopping,23995.11,0
TXN002629,ACC00356,2023-11-04,Online,Debit,EMI,87597.85,0
TXN002630,ACC00283,2021-05-16,Branch,Credit,Cash Withdrawal,126123.28,0
TXN002631,ACC00203,2022-02-01,Branch,Debit,Bills,143855.86,0
TXN002632,ACC00325,2023-03-03,UPI,Credit,EMI,129088.1,0
TXN002633,ACC00313,2021-03-20,POS,Debit,Cash Withdrawal,23880.18,0
TXN002634,ACC00273,2022-12-06,UPI,Debit,EMI,60903.69,0
TXN002635,ACC00244,2023-09-09,UPI,Credit,Bills,146726.25,0
TXN002636,ACC00327,2023-12-11,ATM,Debit,Transfer,176044.03,1
TXN002637,ACC00047,2023-01-14,POS,Credit,Transfer,9484.92,0
TXN002638,ACC00249,2022-01-19,UPI,Credit,EMI,8493.71,0
TXN002639,ACC00079,2022-01-10,Online,Debit,EMI,128698.74,0
TXN002640,ACC00110,2021-07-25,Branch,Debit,Cash Withdrawal,109631.83,0
TXN002641,ACC00013,2022-05-04,Online,Credit,Fees,31110.04,0
TXN002642,ACC00395,2023-05-31,Online,Credit,Salary,109680.9,0
TXN002643,ACC00380,2022-09-24,Online,Debit,Shopping,194898.74,0
TXN002644,ACC00365,2022-08-15,POS,Debit,Cash Withdrawal,126198.5,0
TXN002645,ACC00090,2023-12-02,POS,Debit,EMI,89855.77,0
TXN002646,ACC00342,2022-06-17,POS,Debit,EMI,165515.12,0
TXN002647,ACC00348,2022-06-06,Branch,Credit,Shopping,42603.86,0
TXN002648,ACC00280,2023-04-05,ATM,Debit,Bills,82894.57,0
TXN002649,ACC00221,2022-08-21,UPI,Debit,Fees,105577.19,0
TXN002650,ACC00073,2021-04-23,UPI,Credit,Transfer,100932.75,0
TXN002651,ACC00234,2023-01-04,ATM,Debit,Bills,184198.45,0
TXN002652,ACC00260,2021-11-14,UPI,Credit,Fees,58568.99,0
TXN002653,ACC00113,2023-09-23,Online,Credit,Shopping,11347.92,0
TXN002654,ACC00046,2021-08-01,Branch,Debit,Shopping,183279.62,0
TXN002655,ACC00274,2021-09-10,UPI,Debit,Salary,43452.68,0
TXN002656,ACC00043,2021-05-04,Branch,Credit,Cash Withdrawal,75836.64,0
TXN002657,ACC00208,2022-09-16,ATM,Credit,Cash Withdrawal,106201.78,0
TXN002658,ACC00417,2023-12-25,UPI,Debit,Cash Withdrawal,195177.3,0
TXN002659,ACC00349,2023-06-17,Branch,Credit,Fees,107076.92,0
TXN002660,ACC00103,2021-09-04,Online,Credit,Cash Withdrawal,89576.27,0
TXN002661,ACC00124,2022-03-17,Online,Credit,Salary,116748.51,0
TXN002662,ACC00010,2021-02-14,ATM,Credit,Transfer,194163.09,0
TXN002663,ACC00329,2022-10-20,POS,Credit,Cash Withdrawal,163598.02,0
TXN002664,ACC00187,2023-05-30,UPI,Credit,EMI,33835.18,0
TXN002665,ACC00031,2023-10-14,Online,Credit,Shopping,160661.84,0
TXN002666,ACC00156,2022-07-08,Online,Debit,Salary,168227.76,0
TXN002667,ACC00060,2023-03-20,ATM,Credit,Bills,138154.29,0
TXN002668,ACC00249,2023-08-29,Online,Debit,Cash Withdrawal,131463.83,0
TXN002669,ACC00387,2022-12-31,UPI,Credit,Salary,88203.36,0
TXN002670,ACC00374,2023-10-18,ATM,Debit,Bills,128356.99,0
TXN002671,ACC00439,2023-08-12,Branch,Credit,Salary,147528.12,0
TXN002672,ACC00270,2023-12-27,ATM,Debit,Bills,24607.91,0
TXN002673,ACC00442,2023-12-01,UPI,Debit,Salary,51503.13,0
TXN002674,ACC00217,2021-04-09,UPI,Debit,Salary,38856.67,0
TXN002675,ACC00399,2023-05-22,Branch,Debit,Fees,168250.31,0
TXN002676,ACC00002,2021-10-28,ATM,Credit,Cash Withdrawal,136016.52,0
TXN002677,ACC00024,2022-05-03,UPI,Credit,Transfer,90183.17,0
TXN002678,ACC00206,2023-10-02,UPI,Credit,EMI,165219.85,0
TXN002679,ACC00320,2022-04-22,Branch,Credit,Shopping,143370.43,0
TXN002680,ACC00199,2023-05-11,POS,Debit,EMI,182722.94,0
TXN002681,ACC00356,2023-03-20,ATM,Credit,Transfer,15407.56,0
TXN002682,ACC00114,2022-06-02,UPI,Credit,Fees,101856.02,0
TXN002683,ACC00280,2022-04-04,Online,Credit,Cash Withdrawal,141364.24,0
TXN002684,ACC00155,2021-08-18,Branch,Credit,Bills,41538.26,0
TXN002685,ACC00165,2021-01-08,POS,Debit,Fees,65458.89,0
TXN002686,ACC00222,2021-07-14,POS,Credit,EMI,83824.3,0
TXN002687,ACC00091,2023-11-09,Branch,Credit,Shopping,158875.41,0
TXN002688,ACC00167,2021-12-20,POS,Debit,Cash Withdrawal,98740.56,1
TXN002689,ACC00447,2023-12-09,UPI,Debit,Shopping,98599.36,0
TXN002690,ACC00207,2022-04-09,POS,Credit,Bills,86205.98,0
TXN002691,ACC00282,2021-12-22,ATM,Debit,Fees,45756.39,0
TXN002692,ACC00065,2023-04-30,Online,Credit,Fees,184618.15,0
TXN002693,ACC00376,2023-09-01,UPI,Credit,Shopping,63594.33,1
TXN002694,ACC00004,2021-03-07,Branch,Credit,Transfer,113514.76,0
TXN002695,ACC00157,2023-05-09,Online,Credit,EMI,29798.51,0
TXN002696,ACC00249,2022-07-25,UPI,Debit,Shopping,86876.97,0
TXN002697,ACC00257,2021-11-04,Online,Debit,EMI,180765.51,0
TXN002698,ACC00235,2023-02-22,POS,Debit,Salary,199093.27,0
TXN002699,ACC00306,2021-05-01,Branch,Debit,EMI,72382.28,0
TXN002700,ACC00366,2023-02-05,Branch,Credit,Bills,30840.41,0
TXN002701,ACC00395,2023-02-12,ATM,Debit,Transfer,62924.58,0
TXN002702,ACC00074,2021-04-06,POS,Debit,Cash Withdrawal,65481.99,0
TXN002703,ACC00187,2023-09-14,ATM,Credit,Shopping,128919.53,0
TXN002704,ACC00062,2022-06-24,ATM,Credit,Cash Withdrawal,99256.54,0
TXN002705,ACC00337,2021-01-02,POS,Debit,Transfer,153703.52,0
TXN002706,ACC00164,2022-08-03,UPI,Credit,EMI,140275.59,0
TXN002707,ACC00056,2021-11-29,ATM,Credit,Shopping,50299.18,0
TXN002708,ACC00111,2023-11-14,Online,Credit,Transfer,156861.93,0
TXN002709,ACC00218,2023-01-12,UPI,Debit,Bills,169500.0,0
TXN002710,ACC00240,2022-05-21,POS,Debit,Salary,119698.12,0
TXN002711,ACC00021,2023-09-27,Branch,Debit,Fees,185537.16,0
TXN002712,ACC00141,2023-01-03,UPI,Credit,Salary,156600.48,0
TXN002713,ACC00265,2022-05-29,ATM,Debit,Bills,119099.41,1
TXN002714,ACC00139,2023-06-14,Online,Credit,Cash Withdrawal,181237.89,0
TXN002715,ACC00070,2021-12-27,POS,Debit,Salary,120091.68,0
TXN002716,ACC00385,2021-10-01,Branch,Credit,Bills,104262.17,0
TXN002717,ACC00118,2021-06-26,Online,Credit,EMI,71283.86,0
TXN002718,ACC00198,2022-06-11,Branch,Debit,Cash Withdrawal,176578.52,0
TXN002719,ACC00205,2023-07-02,POS,Debit,Cash Withdrawal,24589.3,0
TXN002720,ACC00214,2021-10-06,UPI,Debit,Fees,94726.87,0
TXN002721,ACC00056,2022-12-07,ATM,Debit,Bills,107505.8,0
TXN002722,ACC00287,2021-03-05,POS,Credit,Salary,110972.08,0
TXN002723,ACC00293,2021-10-17,Online,Debit,Fees,130395.37,0
TXN002724,ACC00175,2021-01-18,UPI,Credit,Fees,101183.84,1
TXN002725,ACC00347,2021-03-05,Branch,Credit,EMI,51400.79,0
TXN002726,ACC00370,2021-11-26,UPI,Debit,Cash Withdrawal,171396.03,0
TXN002727,ACC00128,2023-02-02,UPI,Credit,Bills,131522.19,0
TXN002728,ACC00431,2023-11-07,Online,Debit,Bills,171644.65,0
TXN002729,ACC00378,2022-03-19,ATM,Debit,Fees,55244.9,0
TXN002730,ACC00325,2021-05-21,UPI,Debit,Cash Withdrawal,127429.53,0
TXN002731,ACC00442,2022-03-20,UPI,Credit,Cash Withdrawal,142849.04,0
TXN002732,ACC00292,2022-05-11,ATM,Debit,EMI,76711.86,0
TXN002733,ACC00288,2022-03-02,ATM,Debit,Cash Withdrawal,162458.21,0
TXN002734,ACC00226,2022-03-26,Branch,Credit,Shopping,551.63,0
TXN002735,ACC00064,2021-12-17,Branch,Debit,Salary,119004.2,0
TXN002736,ACC00426,2022-08-22,ATM,Debit,Cash Withdrawal,122733.02,0
TXN002737,ACC00048,2022-12-12,POS,Credit,Shopping,106791.93,0
TXN002738,ACC00202,2023-05-20,ATM,Debit,EMI,126028.19,0
TXN002739,ACC00337,2022-01-28,Branch,Credit,EMI,33487.01,0
TXN002740,ACC00414,2023-04-22,Online,Credit,Transfer,136972.06,0
TXN002741,ACC00405,2022-02-05,Online,Credit,Transfer,67191.0,1
TXN002742,ACC00060,2021-02-19,UPI,Credit,EMI,90438.15,0
TXN002743,ACC00397,2023-01-14,Online,Credit,Transfer,66655.22,0
TXN002744,ACC00257,2023-06-25,Branch,Credit,Bills,94813.54,0
TXN002745,ACC00065,2023-11-02,Online,Credit,Shopping,124332.77,0
TXN002746,ACC00239,2023-09-18,POS,Credit,EMI,167676.78,0
TXN002747,ACC00289,2023-11-05,ATM,Credit,Bills,96712.84,0
TXN002748,ACC00038,2021-01-28,ATM,Debit,Salary,64678.6,0
TXN002749,ACC00025,2022-01-23,Branch,Debit,Salary,97613.98,0
TXN002750,ACC00410,2023-04-13,UPI,Debit,Transfer,137776.29,0
TXN002751,ACC00059,2021-09-07,ATM,Credit,Transfer,69372.81,1
TXN002752,ACC00417,2021-04-08,Online,Credit,Bills,82885.7,0
TXN002753,ACC00357,2023-11-29,POS,Credit,Salary,112589.82,0
TXN002754,ACC00383,2023-11-28,UPI,Debit,Cash Withdrawal,58837.15,0
TXN002755,ACC00297,2021-06-28,UPI,Debit,EMI,41856.48,0
TXN002756,ACC00158,2023-06-11,UPI,Debit,Cash Withdrawal,28121.44,0
TXN002757,ACC00057,2023-01-20,ATM,Credit,Shopping,70554.37,0
TXN002758,ACC00433,2022-03-29,UPI,Credit,Fees,9716.16,0
TXN002759,ACC00048,2021-04-07,Branch,Debit,Transfer,116717.33,0
TXN002760,ACC00328,2021-11-05,Online,Debit,Bills,35223.08,0
TXN002761,ACC00433,2021-09-19,POS,Credit,Cash Withdrawal,75510.09,0
TXN002762,ACC00431,2021-10-20,Online,Debit,Transfer,53881.1,0
TXN002763,ACC00056,2021-09-06,Branch,Debit,Bills,126096.47,0
TXN002764,ACC00065,2021-09-02,Branch,Credit,Salary,170076.62,0
TXN002765,ACC00268,2021-09-08,Online,Debit,Transfer,126678.54,0
TXN002766,ACC00069,2021-05-03,ATM,Credit,Fees,108523.86,0
TXN002767,ACC00216,2021-11-21,Branch,Credit,Cash Withdrawal,133833.29,0
TXN002768,ACC00390,2023-09-13,UPI,Credit,Bills,6046.63,0
TXN002769,ACC00089,2022-05-16,POS,Debit,Bills,24612.79,0
TXN002770,ACC00449,2022-11-18,POS,Credit,Cash Withdrawal,19030.7,0
TXN002771,ACC00281,2023-12-26,Branch,Credit,Fees,19684.52,0
TXN002772,ACC00257,2023-04-16,UPI,Credit,Transfer,52133.72,0
TXN002773,ACC00160,2021-02-28,Online,Debit,Shopping,106433.85,0
TXN002774,ACC00234,2023-01-01,POS,Debit,EMI,22980.58,0
TXN002775,ACC00131,2021-09-23,UPI,Debit,Fees,187026.49,0
TXN002776,ACC00049,2021-08-24,UPI,Credit,Salary,170858.65,0
TXN002777,ACC00147,2023-06-17,ATM,Debit,Cash Withdrawal,194330.29,0
TXN002778,ACC00316,2021-08-06,Branch,Debit,Fees,8547.88,0
TXN002779,ACC00413,2023-09-02,UPI,Debit,Cash Withdrawal,170287.92,0
TXN002780,ACC00434,2022-08-12,Online,Debit,Transfer,160756.63,0
TXN002781,ACC00002,2023-07-06,POS,Credit,Transfer,180426.07,0
TXN002782,ACC00329,2023-07-07,ATM,Credit,Shopping,105612.44,0
TXN002783,ACC00440,2021-12-19,Online,Credit,Salary,157588.42,0
TXN002784,ACC00145,2021-04-01,POS,Credit,Transfer,10304.81,0
TXN002785,ACC00444,2022-12-03,Branch,Credit,Shopping,15221.76,0
TXN002786,ACC00366,2021-03-14,Online,Credit,Cash Withdrawal,23750.52,0
TXN002787,ACC00420,2022-11-16,POS,Debit,EMI,182962.03,0
TXN002788,ACC00061,2022-12-23,ATM,Debit,Bills,12280.81,0
TXN002789,ACC00273,2023-08-16,POS,Debit,EMI,20074.9,0
TXN002790,ACC00049,2023-11-22,UPI,Debit,EMI,186085.56,0
TXN002791,ACC00332,2022-10-10,ATM,Credit,EMI,21523.15,0
TXN002792,ACC00444,2023-01-30,Online,Credit,EMI,173957.77,0
TXN002793,ACC00404,2023-05-21,Branch,Debit,Bills,157864.69,0
TXN002794,ACC00434,2021-05-23,ATM,Debit,Cash Withdrawal,8104.38,0
TXN002795,ACC00131,2023-08-07,ATM,Credit,Salary,4418.39,0
TXN002796,ACC00043,2021-02-13,ATM,Debit,Salary,106900.96,0
TXN002797,ACC00057,2021-02-01,POS,Debit,Cash Withdrawal,199435.22,0
TXN002798,ACC00050,2021-01-28,UPI,Debit,Shopping,175772.09,1
TXN002799,ACC00178,2023-10-17,Branch,Credit,Shopping,62039.59,0
TXN002800,ACC00293,2022-02-27,Branch,Credit,Transfer,77292.53,0
TXN002801,ACC00046,2022-05-06,UPI,Credit,EMI,77611.8,0
TXN002802,ACC00170,2021-06-09,POS,Debit,EMI,146849.05,0
TXN002803,ACC00271,2023-04-25,POS,Credit,Bills,68259.49,0
TXN002804,ACC00417,2021-01-18,UPI,Debit,EMI,29602.02,0
TXN002805,ACC00336,2022-11-03,UPI,Debit,Bills,149434.13,0
TXN002806,ACC00139,2021-08-20,Online,Credit,Transfer,91630.22,0
TXN002807,ACC00247,2022-02-28,POS,Credit,Fees,15401.91,0
